-0.08613057,0.46013561,0.03305371,0.03210817,-0.58015161,-1.29949611,-1.22408982,-0.62859841,-0.24594464,-1.83424881,-0.49718684,-0.47829974,-1.23748972,-0.57829564,-0.26671746,0.58369797,-0.93712036,-0.86799662,0.39276848,0.74449855,0.39127388,-0.53456384,-0.15325648,-0.52447139,0.66476636,-1.34544519,-0.41047568,-1.64583129,0.20492698,-1.20769548,-1.45619156,0.49194037
-1.20616049,-1.16164236,-0.29890361,0.34157908,0.32791973,0.35775447,-0.37074819,0.09969227,-1.91872119,0.16794942,-1.35404776,0.94316070,0.39661753,0.83553053,-0.04724740,-0.86651940,0.19958250,0.28600004,-0.65338803,-0.90239436,-0.83172366,-1.44620974,0.23298643,0.29356413,-0.71665816,-0.59843503,0.20380084,0.57866427,-0.54295326,0.21724718,-0.29057198,-0.90498388
0.33432407,-0.26275632,0.08662668,0.14743682,0.19292967,0.38650073,-0.01245901,-0.92599700,0.12879490,-0.62411686,-0.03284171,-0.91678915,-0.62243021,-0.35707016,0.38519041,0.30764151,0.22066226,0.35130105,0.35746200,-0.23720877,-0.29446581,0.18503227,-0.70198901,-0.25448028,0.15623044,-0.19762752,-1.10945662,0.41797282,0.13122564,0.27932217,-0.60793972,-0.25187376
-0.18459149,-0.70077203,0.09763229,-0.46498028,-0.52235805,0.33854820,0.24806457,0.37618294,-0.34742389,0.32718688,-0.58982112,-0.38174646,0.28741803,-0.36391217,0.44722133,-0.45920041,0.18110722,0.33063475,-0.35840640,0.47793201,-0.49247707,-0.70343613,-0.47169704,-0.25426913,-0.11574878,-0.53809980,-1.03716990,-0.48664263,0.09346086,0.25870643,0.39887738,-0.24271949
0.22758196,0.00957223,-1.17455582,-0.52254933,-0.31792978,0.10920579,-1.25246300,0.02827192,0.30410828,0.29670854,0.70719857,-0.33895360,-0.03126455,0.57475515,-0.04450068,-0.05012381,-1.12232025,-0.57105157,0.37056563,-0.75802949,0.24207776,0.49296164,0.10697280,0.42939721,-1.47031278,0.43308733,0.15325130,-0.91314892,-1.79353537,0.21792300,-0.18394627,0.34949398
0.04139260,0.39382772,0.07436520,0.31312170,0.14441180,-0.21841166,0.28175263,0.37059727,0.00262869,0.32635502,-0.76053455,-0.10510593,-0.27170468,-0.93252893,-0.82874218,-0.28385353,0.17584139,-0.50421449,0.07456571,0.15103101,-0.47940569,-0.55842518,-1.11326500,-0.99155307,-0.19999924,0.62103384,0.28051758,-0.08492806,0.12864533,-0.79136679,0.37714230,0.38013909
0.27174576,0.39444835,-1.60466673,0.35652497,0.22822202,-1.06748989,-0.51247372,-0.03970438,0.31244059,-2.21896864,-1.26557720,0.84559515,-1.15018658,0.81988027,-0.79897213,0.50357675,0.16186527,-0.44180676,0.16704817,0.41745846,0.21615394,0.44404846,-0.24310319,-1.15305788,-0.61214081,0.11808229,-0.03931133,0.61671786,-0.62570733,-1.52364112,0.25815553,0.35423910
-1.12592571,-1.01444611,0.10602716,-0.39528055,-0.56172717,0.37669397,0.29327890,-1.53998571,-1.32568929,0.14567151,-0.51527075,-0.29534752,0.40783794,-0.23691472,-0.48144137,-1.25693701,-0.35030016,0.35145987,0.35211258,-1.37310496,0.34906934,-0.49125309,-0.90813430,0.41271254,0.57730011,-0.83116988,0.22130043,-0.13324953,0.15622399,0.26453455,-1.40559379,0.25571832
0.41858182,0.34766392,0.01571799,0.36988343,-0.75904090,-0.49761085,-0.86967314,-0.36631622,-0.22804526,0.00895219,-0.96182882,-0.45404494,-0.90640435,-1.00429001,-0.43082755,-0.52775826,0.18699844,0.24632100,-0.92871303,-0.16106466,-0.84952498,-0.80502339,0.55758222,0.36970011,0.00521458,0.45041210,0.15269486,-0.37814477,0.11367983,0.16398693,0.14146755,-1.00038877
-0.71229659,-0.10774830,0.03713419,-1.25659646,-1.43527725,-1.40159082,0.22685905,0.25530163,0.28819088,0.32013360,0.60742582,0.44319578,0.25996531,0.25204038,-0.57457757,-0.25483452,-0.60663823,-1.36396216,-0.90761815,-0.87503844,0.24538796,0.45139538,0.26346830,0.37689431,0.42672091,-0.57368803,0.10395248,-1.19119343,0.04577730,0.16121684,0.39155795,-0.71333667
