-1.12086270,0.03348468,0.09483694,-0.09979326,-0.39100515,-0.16357991,0.07440829,0.13192825,-1.20355538,0.19612674,-0.00300722,-0.46177485,-0.59367045,0.82122838,-0.56836916,-0.11239752,0.02772205,0.53575207,0.14661078,-0.89110785,0.10736306,-0.46405831,0.03311424,-0.02927654,0.26878593,-0.77935529,-0.17823002,1.00273046,0.06184258,-0.93191672,0.20770975,-0.75650438
-0.12689069,-0.66246625,0.02320411,-0.07849395,-1.75078909,-1.27486527,0.04201196,0.01073072,0.21007538,-0.06398048,0.01918061,0.17843067,-0.46188694,-0.14398172,-0.03686365,-1.03818576,-0.50400656,0.60986888,0.11298366,-1.14733231,-0.05444729,-0.37205227,-0.03460368,-0.03353933,0.69175855,0.77921096,0.29589844,0.48333774,-0.19545450,-0.09384869,0.19514510,-1.17782399
0.09289686,-0.05746374,0.24691572,0.68087899,-0.14597172,0.30306393,-0.10507682,-0.06648761,0.00891216,0.93320882,0.05378510,-0.23534761,0.56858075,-0.06227933,0.14657984,0.60792030,1.14722375,-0.03622894,-0.01458293,-0.15029859,0.06715357,0.02536032,-0.24417847,-0.04831799,-0.01026764,0.08196755,0.58461277,-0.10577764,-0.02381555,0.98594184,1.22388486,-0.37839931
-0.17453516,-0.12042527,-0.09106955,-0.18461248,-1.33298230,-0.60329751,0.32303830,0.58684299,0.40024127,-0.10335149,-0.11692926,1.18424321,-0.02038778,-0.13208753,-0.06006196,-0.51020749,-0.91045082,0.16490404,0.69088123,-0.23435829,0.06827008,-0.10499390,0.68541873,-0.12753292,0.17403331,0.40153629,0.14230909,0.07909000,-0.43781371,-0.20791304,0.01822499,-0.28486554
0.05346274,0.03045267,-0.07085422,-0.65669578,-0.20687519,0.22157710,0.04517371,0.18278193,0.40570294,0.15013102,-1.43960812,0.46794512,0.00719751,0.25357978,0.09880987,0.43323399,0.09781994,-0.07328408,0.12113043,0.25174154,-0.26943768,-0.36266709,0.71578825,-0.86512287,-0.21834415,0.32921613,-0.27136784,0.25686958,0.13743748,0.15201785,0.12926074,0.16102300
0.15521589,0.65898459,-0.01309894,-0.10454709,0.37713660,1.62850100,0.02396577,0.46168052,-0.05064542,0.11113640,-0.00608055,0.17037963,0.00415003,0.32202070,0.03386795,0.76377382,0.84132490,-0.53826189,-0.10807749,0.04640991,-0.10725593,-0.01629882,0.07976854,-0.06664886,-0.35213896,-0.07604778,0.00544725,-0.15295188,0.02640017,0.24143213,-0.09231496,0.88963496
0.18026335,-0.57881273,-0.08560537,0.05591796,0.09913988,0.54873063,-0.06190455,-0.15612861,0.78291982,0.19845630,0.12937595,0.39601218,0.36755637,-0.40897705,0.43931804,0.62397801,0.32682861,-0.08327272,-0.58545170,0.34571447,-0.11970962,0.64041296,-0.78013711,-0.03813843,-0.06877231,0.07522220,0.02664727,-0.59071570,-1.00243528,1.44677030,0.24562205,-0.30215281
0.00734140,0.07839890,-0.00607558,0.10249024,-0.14266601,-0.01551754,-0.03989629,-0.15939450,1.05002723,0.01860086,-0.04748673,0.66208822,-0.06075334,-0.20471049,1.47795677,-0.15092184,-0.03551156,-0.14346191,-0.44590668,-0.00879667,0.30020687,-0.07046524,-0.35390992,-0.21367649,-0.34930880,0.10261762,-0.06363345,0.33702843,-0.04578406,0.73393693,-0.01988119,0.43905015
-0.89390768,-0.48591997,-0.85963069,-0.05860716,-0.02234076,-0.53725356,-0.14406773,-0.82347014,0.30707241,-1.20621113,0.12069607,-0.49266918,0.00153480,0.93465242,0.19098399,-0.02684119,-0.77431655,0.45858074,-0.03123836,-0.26220586,-0.32757277,0.08850670,-0.02992435,0.07269502,0.08541133,-0.14836133,-0.63364698,0.18651626,0.13316842,-0.21632788,0.57475041,-0.14196691
0.01484754,0.01563732,-0.05740840,-0.13350525,0.24366132,0.06728017,0.01834423,-0.06327782,-0.01653964,-0.20265856,0.51510246,0.50714271,0.07883447,-0.13612530,2.47753394,-0.00331294,-0.09426910,-0.01495448,-0.26989863,0.30948961,0.49359544,-0.00663792,-0.01805210,0.06806245,-0.17425252,0.03691573,-0.00096982,-0.03983195,-0.43395591,1.53631785,0.02295654,0.80546336
