-0.25353182,-0.03019380,-0.00527582,-0.20340555,0.95611553,0.35085936,1.55091340,1.04037090,0.45750000,-0.01369761,0.02368359,-0.32290515,-0.02324012,0.42276017,-0.01022091,-0.30984145
-1.11971903,0.36479786,0.06472054,0.31020917,-1.50151402,-1.04023947,-0.15571512,-0.88663467,-0.52178302,0.10726543,-0.04850824,1.37472562,0.12103037,-0.30637005,-0.53097024,-1.03766326
1.07623186,-0.08566725,0.90136839,0.13964803,-2.39088724,0.58988579,-2.40926958,0.80599487,-0.03297294,-0.86705619,-0.18015461,-0.00193554,-0.00835255,-1.84427653,0.02019793,0.20998501
0.05007993,-0.07250423,-1.88406025,0.00693894,0.12972099,0.16036671,-0.51409743,-1.84075439,-1.01933135,1.27269598,-0.36795047,-0.39692114,-0.22431495,0.18446026,-0.20990143,0.48016640
-0.41669565,0.41713062,0.05063343,-0.12624455,0.49155817,0.26003134,1.15268312,-0.03517781,1.03405425,-0.92430465,0.39832744,-0.02198906,-0.13891481,0.06160740,0.05432176,-2.13666980
-0.09771302,-0.01420500,0.14470098,0.34383366,0.13000543,1.25753100,-0.39946380,1.34187912,0.22856301,-0.37557890,-0.02124789,0.22163091,0.01539287,-0.28960336,-0.13542574,1.15813300
-0.47360350,0.23387928,-0.11657725,0.37974294,0.01323456,0.39853026,-0.07111321,0.87706264,0.54264480,0.76949009,0.23846136,-0.76266393,0.39838615,0.40896765,-0.17087627,0.81325183
1.25479748,0.36043147,0.65032041,-0.14305117,-0.10118676,0.08292993,0.29026863,-0.28129184,1.55255188,0.05615735,0.64235092,-0.01026911,-0.00172298,-0.96617308,-0.09432873,-0.60693712
-0.03498670,0.32409488,0.72905276,-0.17892584,-0.45865716,-0.27855882,-0.80645056,0.78585520,2.28924518,-0.00397819,-0.00816139,-1.87450066,0.36697841,-0.88117065,0.04563330,-0.36228216
-0.13994663,-0.06721289,0.61847327,-0.09902349,0.54555359,-0.98138389,1.07527804,-2.00201255,-1.33840079,0.01200167,-0.14158823,0.14930589,-0.19793430,0.31044797,0.88700502,0.01391233
-0.08687908,-0.16542014,-0.07806682,-0.30919916,-0.15295675,-0.10542077,-0.17637108,0.39493906,-0.31519994,1.22830237,-0.22697033,0.04362600,0.94079695,0.88372165,0.50433591,0.03966148
-0.12522052,0.28851531,-0.53642383,-0.05374199,-0.38892507,-0.03032922,1.35646523,0.63474403,-0.35993029,0.35526419,0.10006738,0.41600519,0.73380243,-0.89200263,-0.46284059,0.44888877
-0.81816305,1.18587475,0.45545308,0.06058505,-0.04419939,0.08023210,-0.76975446,-0.05123969,1.03760312,1.56527008,0.10045374,0.06722620,-0.11068407,0.56991305,-0.28255833,-0.07507508
0.61515663,-1.23691599,-0.15960633,-0.44120927,-0.11759860,0.03437553,-0.11407818,0.33738657,-0.84054887,-0.37290087,-0.48144618,0.02520241,0.24819100,0.80425175,0.30414709,2.04772665
-0.02951487,0.51938984,0.53205228,-0.17363840,0.23144820,-0.07074358,-0.58534818,-0.43145497,-0.75912024,1.69539623,1.48436046,-0.01532544,-0.00389214,-0.59520553,0.17304612,0.08901028
-0.61034553,-0.00169362,0.16441452,0.22782860,-0.00012994,-0.66018925,-0.05239251,-1.15646654,-0.22887530,0.01867048,-0.14046007,2.31989818,-0.28431122,0.46472780,0.05973239,0.22550389
