-0.78333082,0.55681500,-1.31203315,0.85318770,0.33567646,-2.81393049,0.56281884,0.11565339,0.31565469,-1.12291622,0.51082464,0.49428474,0.45978890,-1.15939166,0.35378160,-2.07146217
-0.85716461,-1.88603839,0.52851606,1.02070860,-2.00083889,0.39768060,-0.20295184,0.10508968,-2.49435932,-1.86722157,-1.62610631,-1.95028566,-2.04277389,0.32165978,-3.26899231,-0.97622176
0.32766571,-0.08785642,0.47301355,0.40532998,0.35764813,0.53088654,0.69289409,-0.30100292,0.26610785,-0.18864678,0.48015639,0.62065505,-0.24548028,0.37884029,-0.05982869,-0.37835698
-0.57980651,0.77499516,-0.11052786,-0.34485155,-1.75166767,0.14258371,0.13883202,-1.67297164,0.07139060,-0.19194633,0.53257508,0.54668598,-0.62191620,0.16454525,-1.47446371,0.71360819
0.44905510,-1.31643229,-0.46760256,-0.35930945,0.66989143,0.02097747,-0.82128238,0.04243999,-0.93537291,0.42278780,-0.46251670,0.48348364,-1.52690505,-0.85938570,0.32415354,-1.05778806
-0.40477129,0.73103834,0.35854099,-1.26639317,0.24944144,0.06335847,-0.88088108,0.11625730,0.26189778,0.11778450,-0.16735639,-0.09974853,0.41285632,-1.42417990,0.22203852,0.69951226
0.32265890,-0.60995812,0.27048158,-0.83767254,0.60374076,0.50526341,0.53077694,0.23149403,0.49281408,-0.46984146,-1.30108816,-1.23754017,0.39612279,-1.41338642,0.27525640,-2.79792953
0.34454001,-0.82864398,-0.63205665,1.10943234,0.24132768,0.25348062,0.60004621,-1.15279541,-1.15881363,0.29933472,0.59945931,0.10295569,0.38926543,0.42127092,0.24764614,0.35574299
-1.15117479,-0.83878923,0.50459272,-1.20754583,-0.91150660,-0.52330246,-1.01988605,0.20960545,0.35571863,0.21351286,0.52427967,-0.52527106,-0.52927440,0.22697599,0.09644131,-0.50081894
0.36787759,0.23149415,-1.76309935,-0.30791851,0.57474062,-2.41102559,-0.98163704,-1.28320818,-1.75673450,0.42036141,0.47897598,-0.40852432,-0.41169212,0.21484880,-0.28462351,0.56854731
